STT,Mã BC,Name,Tỉnh,Quận/Huyện/TP/Thị xã,Địa chỉ,Longitude,Latitude,Note
298,216A01,(YBI) Yên Bái,Yên Bái,Thành phố Yên Bái,"35 Lý Thường Kiệt, Phường Nguyễn Thái Học, Thành phố Yên Bái, Yên Bái",104.88065,21.71475,Cũ
1068,024H04,(HNI) Đức Thắng,Hà Nội,Quận Bắc Từ Liêm,"số 72 đường tăng thiết giáp, Phường Cổ Nhuế 2, Quận Bắc Từ Liêm, Hà Nội",105.7803123,21.05760237,Cũ
1092,024H05,(HNI) Phú Diễn,Hà Nội,Quận Bắc Từ Liêm,"Số 1, ngõ 172 đường Phú Diễn, P. Phú Diễn, Q. Bắc Từ Liêm, Tp. Hà Nội",105.763188,21.046874,Cũ
301,203B03,(QNH) Cửa Ông,Quảng Ninh,Thành phố Cẩm Phả,"Tổ 23 khu 3 Phường Cửa Ông, Thành phố Cẩm Phả, Quảng Ninh",107.3628782,21.0315794,Cũ
302,258A09,(NTG) Vĩnh Thạnh,Khánh Hòa,Thành phố Nha Trang,"1202 Đ. 23 Tháng 10, Vĩnh Hiệp, Nha Trang, Khánh Hòa, Việt Nam",109.141788,12.257155,Cũ
303,258A02,(KHH) 23-10,Khánh Hòa,Thành phố Nha Trang,"Căn 105E-CT5, Đường A1, KĐT Vĩnh Điềm Trung, xã Vĩnh Ngọc, Nha Trang, Khánh Hòa",109.165267,12.260406,Cũ
304,203Q02,(QNH) Nguyễn Văn Cừ,Quảng Ninh,Thành phố Hạ Long,"Số 35 phố Hải Phú, phường Hồng Hải, TP Hạ Long, Quảng Ninh",107.106575,20.948477,Cũ
305,238D03,(NAA) Viên Thành,Nghệ An,Huyện Yên Thành,"Xóm 6, Xã Viên Thành, Huyện Yên Thành, Nghệ An",105.4881232,18.93131203,Cũ
306,262A05,(ĐLK)39 Ama Hjao,Đắk Lắk,Thành phố Buôn Ma Thuột,"39 Ama Hjao, P. Tự An, Tp. Buôn Ma Thuột, Đắk Lắk",108.063849,12.690122,Cũ
307,262C01,(ĐLK)Cư Kuin,Đắk Lắk,Huyện Cư Kuin,"Thôn 8, Xã Ea Tiêu, Huyện Cư Kuin, Đắk Lắk",108.131564,12.612198,Cũ
308,226C02,(HNM) Chính Lý,Hà Nam,Huyện Lý Nhân,"Thôn 2, xã Chính Lý, huyện Lý Nhân, tỉnh Hà Nam",106.03368,20.56372,Cũ
309,227D01,(TBH) Tiền Hải,Thái Bình,Huyện Tiền Hải,"Thôn đông, Xã Tây Giang, Huyện Tiền Hải, Thái Bình",106.50081,20.39666,Cũ
310,216C01,(YBI) Yên Bình,Yên Bái,Huyện Yên Bình,"Tổ 3, Thị trấn Yên Bình, Huyện Yên Bình, Yên Bái",104.956875,21.727056,Cũ
311,225H05,(HPG) Ngũ Lão,Hải Phòng,Huyện Thủy Nguyên,"Thôn 14, Xã Ngũ Lão, Huyện Thủy Nguyên, Hải Phòng",106.72892,20.942,Cũ
312,222H05,(BNH) Đại Thượng,Bắc Ninh,Huyện Tiên Du,"Xóm Giai, Xã Đại Đồng, Huyện Tiên Du, Tỉnh Bắc Ninh",105.986,21.08957,Cũ
313,221B02,(HYN) Quang Trung,Hưng Yên,Thành phố Hưng Yên,"101 Nguyễn Thiện Thuật, Phường Lê Lợi, Thành phố Hưng Yên, Hưng Yên",106.05353,20.64902,Cũ
314,208D01,(TNN)Phú Bình,Thái Nguyên,Huyện Phú Bình,"Tổ 1, Thị trấn Hương Sơn, Huyện Phú Bình, Thái Nguyên",105.9623389,21.4645245,Cũ
315,204G01,(BGG) Lục Ngạn,Bắc Giang,Huyện Lục Ngạn,"TDP Trung Nghĩa, Thị trấn Chũ, Huyện Lục Ngạn, Bắc Giang",106.574954,21.3761955,Cũ
316,204F01,(BGG) Lục Nam,Bắc Giang,Huyện Lục Nam,"138, Làn Hai, Thị trấn Đồi Ngô, Huyện Lục Nam, Bắc Giang",106.390528,21.307,Cũ
317,208E01,(TNN) Phổ Yên,Thái Nguyên,Thành phố Phổ Yên,"534 Tổ dân phố 2, Phường Ba Hàng, Thành phố Phổ Yên, Thái Nguyên",105.873071,21.413878,Cũ
318,208A05,(TNN) 58 Quang Trung,Thái Nguyên,Thành phố Thái Nguyên,"Ngõ 422, KDC SỐ 6,Tổ 1 Phường Thịnh Đán, Thành phố Thái Nguyên, Thái Nguyên",105,21.56956419,Cũ
319,208E03,(TNN) Phổ Yên 2,Thái Nguyên,Thành phố Phổ Yên,"TDP Sơn Trung, Phường Bắc Sơn, Thành phố Phổ Yên, Thái Nguyên",105.7755346,21.4523303,Cũ
320,208E02,(TNN) KCN Samsung,Thái Nguyên,Thành phố Phổ Yên,"chợ KTX Samsung, Phường Đồng Tiến, TThành phố Phổ Yên, Thái Nguyên",105.8979,21.4209,Cũ
321,209D01,(TPB) Ngân Sơn,Bắc Kạn,Huyện Ngân Sơn,"Tiểu khu 2 Thị trấn Nà Phặc, huyện Ngân Sơn, tỉnh Bắc Kạn",105.895492,22.378945,Cũ
322,209H01,(TPB) Na Rì,Bắc Kạn,Huyện Na Rì,"Tổ dân phố Hát Đeng, Thị trấn Yến Lạc, Huyện Na Rì, Bắc Kạn",106.1831296,22.2384208,Cũ
323,209G01,(TPB) Chợ Mới,Bắc Kạn,Huyện Chợ Mới(BK),"Tổ 8, Thị Trấn Đồng Tâm, Huyện Chợ Mới(BK), Bắc Kạn",105.7873271,21.89523109,Cũ
324,209F01,(TPB) Chợ Đồn,Bắc Kạn,Huyện Chợ Đồn,"Khu dân cư xưởng Nông Cụ, tổ 12, thị trấn Bằng Lũng, Huyện Chợ Đồn, Tỉnh Bắc Cạn",105.597272,22.155001,Cũ
325,208C01,(TNN) Thắng Lợi,Thái Nguyên,Thành phố Sông Công,"Tổ dân phố Xóm Miếu 2, Phường Cải Đan, Thành phố Sông Công, Thái Nguyên",105.849853,21.460876,Cũ
326,207A01,(Tuyên Quang)Tân Quang,Tuyên Quang,Thành phố Tuyên Quang,"Tổ 9, Phường Minh Xuân, Thành phố Tuyên Quang, Tuyên Quang",105.215417,21.823833,Cũ
327,207F01,(TQG) Trung Môn,Tuyên Quang,Huyện Yên Sơn,"thôn 17,Xã Trung Môn
,H yên Sơn Tỉnh Tuyên Quang",105.178584,21.823723,Cũ
328,207F03,(TQG) Tân Bình,Tuyên Quang,Thành phố Tuyên Quang,"Thôn 13, Phường Đội Cấn, Thành phố Tuyên Quang, Tuyên Quang",105.221267,21.720299,Cũ
329,206E01,(TPC) Hà Quảng 1,Cao Bằng,Huyện Hà Quảng,"Số nhà B39 tổ Xuân Đại, Thị Trấn Xuân Hòa, huyện Hà Quảng, tỉnh Cao Bằng",106.0771749,22.9015485,Cũ
330,206K01,(TPC) Hòa An,Cao Bằng,Huyện Hoà An,"Số Nhà 26 Phố Giữa, Thị Trấn Nước Hai, Huyện Hòa An, Tỉnh Cao Bằng",106.151318,22.739337,Cũ
331,206G01,(TPC) Trùng Khánh 1,Cao Bằng,Huyện Trùng Khánh,"Tổ 2, TT. Trùng Khánh, H. Trùng Khánh, T. Cao Bằng",106.5257888,22.8363635,Cũ
332,206L01,(TPC) Nguyên Bình 1,Cao Bằng,Huyện Nguyên Bình,"Tổ dân phố 2, Thị trấn Nguyên Bình, huyện Nguyên Bình, tỉnh Cao Bằng",105.9642482,22.6505671,Cũ
333,205F01,(TPL) Văn Quan,Lạng Sơn,Huyện Văn Quan,"587A phố Thanh Xuân, Thị trấn Văn Quan, Huyện Văn Quan, Lạng Sơn",106.5194517,21.8648742,Cũ
334,205D01,(TPL) Tân Thanh,Lạng Sơn,Huyện Văn Lãng,"Số nhà 49-51, Khu 1 Xã Tân 
Thanh, Huyện Văn Lãng, 
Lạng Sơn",106.678125,22.004944,Cũ
335,205J01,(TPL) Lộc Bình,Lạng Sơn,Huyện Lộc Bình,"74 Minh Khai, Thị trấn Lộc Bình, Huyện Lộc Bình, Lạng Sơn",106.914345,21.7664401,Cũ
336,205H01,(TPL) Hữu Lũng,Lạng Sơn,Huyện Hữu Lũng,"46 Bắc Sơn, Thị trấn Hữu Lũng, Huyện Hữu Lũng, Lạng Sơn",106.3422056,21.5066172,Cũ
337,205G01,(TPL) Bắc Sơn,Lạng Sơn,Huyện Bắc Sơn,"Số nhà 101 Lê Hồng Phong, Thị Trấn Bắc Sơn, Huyện Bắc Sơn, Lạng Sơn",106.3221055,21.9017907,Cũ
338,204D01,(BGG)Yên Thế,Bắc Giang,Huyện Yên Thế,"TDP Chẽ, Thị trấn Phồn Xương, Huyện Yên Thế, Bắc Giang",106.12717,21.477313,Cũ
339,204H01,(BGG) Yên Dũng,Bắc Giang,Huyện Yên Dũng,"Số nhà 83, Tiểu Khu 4, Thị trấn Nham Bền, Huyện Yên Dũng, Bắc Giang",106.2498755,21.1971556,Cũ
340,204J01,(BGG) Sơn Động,Bắc Giang,Huyện Sơn Động,"Số 147,đường Trần Nhân Tông,Thượng 2,thôn An Châu,huyện Sơn Động, Bắc Giang",106.841452,21.332613,Cũ
341,211F02,(VPC) Phúc Sơn,Vĩnh Phúc,Huyện Vĩnh Tường,"Thửa đất số 796, tờ bản đồ số 13, Khu TTTM và nhà ở Phúc Sơn, Khu đô thị Phúc Sơn, xã Thượng Trưng, huyện Vĩnh Tường, tỉnh Vĩnh Phúc",105.492344,21.236972,Cũ
342,211I01,(VPC) Tam Đảo,Vĩnh Phúc,Huyện Tam Đảo,"Thôn Làng Mạ, Xã Tam Quan, Huyện Tam Đảo, Vĩnh Phúc",105.5892559,21.42877031,Cũ
343,211C01,(VPC) Bình Xuyên,Vĩnh Phúc,Huyện Bình Xuyên,"Khu Vườn Sim, Thị trấn Hương Canh, huyện Bình Xuyên, tỉnh Vĩnh Phúc",105.659153,21.266866,Cũ
344,211C02,(VPC) Thiện Kế,Vĩnh Phúc,Huyện Bình Xuyên,"Thôn Hương Đà, Xã Thiện Kế, Huyện Bình Xuyên, Vĩnh Phúc",105.6600483,21.33704602,Cũ
8,024F06,(HNI) Duy Tân,Hà Nội,Quận Cầu Giấy,"Số 12, ngách 3, ngõ 78 phố Duy Tân, tổ 28, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",105.782914,21.032806,Cũ
9,024F01,(HNI)Nghĩa Đô,Hà Nội,Quận Cầu Giấy,"Ki ốt 2,3 tầng 1 chung cư 11 tầng Bộ KH&ĐT-15B Đông Quan, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội",105.8036983,21.03939381,Cũ
347,218D01,(HBH) Tân Lạc,Hòa Bình,Huyện Tân Lạc,"Số 115 khu Tân Thịnh, Thị Trấn Mãn Đức, Huyện Tân Lạc, Hoà Bình",105.280307,20.61292,Cũ
348,218C01,(HBH)Mai Châu,Hòa Bình,Huyện Mai Châu,"TIỂU KHU 2, TT.MAI CHÂU, MAI CHÂU, HÒA BÌNH",105.0846,20.667568,Cũ
349,218F01,(HBH) Lạc Thủy,Hòa Bình,Huyện Lạc Thủy,"SN 112 khu 2 Thị trấn Chi Nê, Huyện Lạc Thủy, Hòa Bình",105.779252,20.4905247,Cũ
350,218E01,(HBH) Lương Sơn,Hòa Bình,Huyện Lương Sơn,"Kiot A9,10,29 Phố chợ Lương Sơn, Thị trấn Lương Sơn, Huyện Lương Sơn, Hoà Bình",105.519126,20.870391,Cũ
351,218G01,(HBH) Lạc Sơn,Hòa Bình,Huyện Lạc Sơn,"71 Phố Tân Giang, Thị trấn Vụ Bản, Huyện Lạc Sơn, Hòa Bình",105.434389,20.4675,Cũ
352,218B01,(HBH)Kim Bôi,Hòa Bình,Huyện Kim Bôi,"Khu Bo ,Thị trấn Bo, huyện Kim Bôi, Hòa Bình",105.538906,20.670839,Cũ
353,218I01,(HBH) Đà Bắc,Hòa Bình,Huyện Đà Bắc,"Tiểu khu Thạch Lý, Thị trấn Đà Bắc, Huyện Đà Bắc, Hòa Bình",105.257113,20.874092,Cũ
354,218K01,(HBH) Cao Phong,Hòa Bình,Huyện Cao Phong,"32 khu 3, TT Cao Phong , Huyện Cao Phong, Tỉnh Hoà Bình",105.325827,20.712475,Cũ
355,216B01,(YBI) Nghĩa Lộ,Yên Bái,Thị xã Nghĩa Lộ,"Số 69 Điện Biên, Phường Cầu Thia, TX Nghĩa Lộ Yên Bái",104.519167,21.588806,Cũ
356,216F01,(YBI) Lục Yên,Yên Bái,Huyện Lục Yên,"Số nhà 82, Bà Triệu, Thị trấn Yên Thế, Huyện Lục Yên, Yên Bái",104.77075,22.10985,Cũ
357,215A02,(ĐBN) Him Lam,Điện Biên,Thành phố Điện Biên Phủ,"số 159 tổ 5 phường Him Lam, Thành Phố Điện Biên Phủ, Tỉnh Điện Biên",103,21.40683,Cũ
358,214C01,(LCI) SaPa,Lào Cai,Thị Xã Sa Pa,"112B Điện Biên Phủ, Tổ 4, Phường Hàm Rồng, Thị xã Sa Pa, Lào Cai",103.83834,22.339443,Cũ
359,214A01,(LCI) Lào Cai,Lào Cai,Thành phố Lào Cai,"Số 102 đường 30/4, Phường Bắc Lệnh, TP Lào Cai, Tỉnh Lào Cai",104.013389,22.43983,Cũ
360,214I01,(LCI) Si Ma Cai,Lào Cai,Huyện Si Ma Cai,"TDP Phố Mới, Thị Trấn Si Ma Cai, Huyện Si Ma Cai, Lào Cai",104.279079,22.6954,Cũ
361,214G01,(LCI) Bảo Yên,Lào Cai,Huyện Bảo Yên,"Số 186 đường Võ Nguyên Giáp, thị trấn Phố Ràng, huyện Bảo Yên, tỉnh Lào Cai",104.4701,22.2361,Cũ
362,213A01,(LCU) Lai Châu,Lai Châu,Thành phố Lai Châu,"Số nhà 187, đường Ngô Quyền tổ 3 phường Đoàn Kết, TP Lai Châu, Lai Châu",103.454528,22.396389,Cũ
363,210K01,(PTO) Thanh Thủy,Phú Thọ,Huyện Thanh Thuỷ,"476M+GW4,Khu 9, Xã Hoàng Xá, Huyện Thanh Thuỷ, Phú Thọ",105.284786,21.111134,Cũ
364,210H01,(PTO) Tam Nông,Phú Thọ,Huyện Tam Nông(PT),"Khu 7, Xã Hương Nộn, huyện Tam Nông, tỉnh Phú Thọ",105.256806,21.284111,Cũ
365,210J01,(PTO)Thanh Ba,Phú Thọ,Huyện Thanh Ba,"Khu 9, Xã Ninh Dân, Huyện Thanh Ba, Phú Thọ",105.145833,21.487558,Cũ
366,210F01,(PTO)Lâm Thao,Phú Thọ,Huyện Lâm Thao,"Khu 5, Thị trấn Hùng Sơn, Huyện Lâm Thao, Phú Thọ",105.2941597,21.3482491,Cũ
367,210E01,(PTO) Hạ Hòa,Phú Thọ,Huyện Hạ Hòa,"Khu 10, thị trấn Hạ Hòa, huyện Hạ Hòa, tỉnh Phú Thọ",105.004222,21.561833,Cũ
368,210D01,(PTO)Đoan Hùng,Phú Thọ,Huyện Đoan Hùng,"555 khu hành chính Tân Thành, thị trấn Đoan Hùng, Đoan Hùng, Phú Thọ",105.1842048,21.6256089,Cũ
369,210C01,(PTO) Cẩm Khê,Phú Thọ,Huyện Cẩm Khê,"64 Đường Hoa Khê, Khu Phú Bình, Thị Trấn Cẩm Khê, Phú Thọ",105.137711,21.416462,Cũ
370,239M01,(HTH) Vũ Quang,Hà Tĩnh,Huyện Vũ Quang,"Thị trấn Vũ Quang, huyện Vũ Quang, tỉnh Hà Tĩnh",105.501667,18.378611,Cũ
371,239L02,(HTH) Hàm Nghi,Hà Tĩnh,Thành phố Hà Tĩnh,"98 Lê Duẫn, Phường Trần Phú, Thành phố Hà Tĩnh, Hà Tĩnh",105.8913627,18.3376942,Cũ
372,239N01,(HTH) Lộc Hà,Hà Tĩnh,Huyện Lộc Hà,"Thôn Quang Phú, xã Thạch Châu, Lộc Hà , Hà Tĩnh",105.892687,18.433928,Cũ
373,239K01,(HTH) Nghi Xuân,Hà Tĩnh,Huyện Nghi Xuân,"Số nhà 29 đường Nguyễn Nghiễm, Thị Trần Xuân An, Huyện Nghi Xuân, Tỉnh Hà Tĩnh",105.7404739,18.6531089,Cũ
374,239C01,(HTH) Nguyễn Tuấn Thiện,Hà Tĩnh,Huyện Hương Sơn,"số 06, Nguyễn Tuấn Thiện, tt Phố Châu, Hương Sơn,Hà Tĩnh",105.423337,18.509735,Cũ
375,239I01,(HTH) Hương Khê,Hà Tĩnh,Huyện Hương Khê,"Số nhà 228 đường Trần Phú, khối 4, thị trấn Hương Khê, huyện Hương Khê, tỉnh Hà Tĩnh",105.701667,18.175833,Cũ
376,239G01,(HTH) Đức Thọ,Hà Tĩnh,Huyện Đức Thọ,"số 66 Minh Khai, tổ dân phố 2, Thị trấn Đức Thọ, Huyện Đức Thọ, Hà Tĩnh",105.584318,18.536774,Cũ
377,239D01,(HTH) Cẩm Xuyên,Hà Tĩnh,Huyện Cẩm Xuyên,"Tổ 13 Thị trấn Cẩm Xuyên, Huyện Cẩm Xuyên, Hà Tĩnh",106.002791,18.248649,Cũ
378,239H01,(HTH) Can Lộc,Hà Tĩnh,Huyện Can Lộc,"392 Xô Viết Nghệ Tĩnh, Thị trấn Nghèn, Huyện Can Lộc, Hà Tĩnh",105.786944,18.439167,Cũ
379,238U01,(NAA) Tương Dương,Nghệ An,Huyện Tương Dương,"Số nhà 254, Khối Hòa Bắc, Thị Trấn Thạch Giám, Huyện Tương Dương, Nghệ An",104.4679997,19.2765929,Cũ
380,238M01,(NAA) Thanh Chương,Nghệ An,Huyện Thanh Chương,"211 Đường 1/9 Thị Trấn Thanh Chương, Huyện Thanh Chương, Nghệ An",105.333722,18.784513,Cũ
381,238H02,(NAA) Nam Đàn 2,Nghệ An,Huyện Nam Đàn,"Xóm 5, Nam Kim, Nam Đàn, tỉnh Nghệ An",105.5464171,18.5769495,Cũ
382,238B02,(NAA) Cửa Lò 2,Nghệ An,Thị xã Cửa Lò,"số 64 Sào Nam, Phường Nghi Thu, Thị xã Cửa Lò, Nghệ An",105.71763,18.802812,Cũ
383,238F01,(NAA)Hòa Hiếu,Nghệ An,Thị xã Thái Hòa,"Khối Kim Tân, Phường Hòa Hiếu, Thị xã Thái Hòa, Nghệ An",105.429145,19.323274,Cũ
384,238G01,(NAA)Hưng Nguyên,Nghệ An,Huyện Hưng Nguyên,"Khối 16 Thị trấn Hưng Nguyên, Huyện Hưng Nguyên, Nghệ An",105.637836,18.669273,Cũ
385,237A06,(THA) Đình Hương,Thanh Hóa,Thành phố Thanh Hóa,"Lô 07 Đường Bà Triệu, Phường Đông Thọ, Thành phố Thanh Hóa, Thanh Hóa",105.767306,19.849605,Cũ
386,237F02,(THA) Vĩnh Lộc,Thanh Hóa,Huyện Vĩnh Lộc,"Đường Thành, Thôn Phố Mới, Xã Vĩnh Tiến, Huyện Vĩnh Lộc, Thanh Hóa",105.611585,20.066999,Cũ
387,237E02,(THA) Thọ Xuân 2,Thanh Hóa,Huyện Thọ Xuân,"Kp Vĩnh Nghi, Thị Trấn Thọ Xuân, Thọ Xuân, Thanh Hoá",105.53728,19.93565,Cũ
388,237B01,(THA) TT Còng,Thanh Hóa,Thị xã Nghi Sơn,"Tổ dân phố Xuân Hòa, Phường Hải Hòa, Thị xã Nghi Sơn,Thanh Hóa",105.786987,19.46245,Cũ
389,237B02,(THA) Tĩnh Gia 2,Thanh Hóa,Thị xã Nghi Sơn,"Thôn Bản Cát, Phường Mai Lâm, Thị xã Nghi Sơn, Thanh Hóa",105.758571,19.345873,Cũ
390,237B03,(THA) Tĩnh Gia 3,Thanh Hóa,Thị xã Nghi Sơn,"Thôn Hồng Phong, Phường Hải Ninh, Thị xã Nghi Sơn, Thanh Hóa",105.7966949,19.5711161,Cũ
391,207D01,(TQG) Chiêm Hóa,Tuyên Quang,Huyện Chiêm Hoá,"Tổ Vĩnh Lim, Thị trấn Vĩnh Lộc, Huyện Chiêm Hóa, Tuyên Quang",105.2338522,22.1405399,Cũ
392,260F01,(KTN) Kon Plông,Kon Tum,Huyện Kon Plông,"Đường Phan Chu Trinh, TT Măng Đen, H Kon Plông, Kon Tum",108.28987,14.602904,Cũ
393,272N01,(LAN) Thủ Thừa,Long An,Huyện Thủ Thừa,"KDC Khu phố Cầu Xây, Thị Trấn Thủ Thừa, Huyện Thủ Thừa, Long An",106.40994,10.6025,Cũ
394,222B01,(BNH) Đồng Nguyên,Bắc Ninh,Thành phố Từ Sơn,"694 Phố Mới, Phường Đồng Nguyên, Thành Phố Từ Sơn, Bắc Ninh",105.97734,21.12783,Cũ
395,222B04,(BNH) Đình Bảng,Bắc Ninh,Thành phố Từ Sơn,"Khu phố Chùa Dận, Phường Đình Bảng, Thị xã Từ Sơn, Bắc Ninh",105.940453,21.106571,Cũ
396,229B01,(NBH) Kim Sơn,Ninh Bình,Huyện Kim Sơn,"Xóm 5, xã Ân Hòa,huyện Kim Sơn,tỉnh Ninh Bình",106.116798,20.108637,Cũ
397,228A04,(NĐH) Lộc Hòa,Nam Định,Thành phố Nam Định,"24 Bùi Đình Hòe, Phường Lộc Hòa, Thành phố Nam Định, Nam Định",106.15332,20.43471,Cũ
398,228A05,(NĐH) Trần Huy Liệu,Nam Định,Thành phố Nam Định,"649 Trần Huy Liệu, phường Văn Miếu, Thành phố Nam Định, Nam Định",106.151525,20.412246,Cũ
399,228B03,(NĐH) Hải Anh,Nam Định,Huyện Hải Hậu,"Xóm 18, Xã Hải Anh, Huyện Hải Hậu, Tỉnh Nam Định",106.258591,20.205025,Cũ
400,227H01,(TBH) Quỳnh Phụ,Thái Bình,Huyện Quỳnh Phụ,"308 Nguyễn Du, Thị trấn Quỳnh Côi, Huyện Quỳnh Phụ, Thái Bình",106.33027,20.64344,Cũ
401,226F01,(HNM) Thanh Liêm,Hà Nam,Huyện Thanh Liêm,"xã Thanh Nguyên, Huyện Thanh Liêm, Tỉnh Hà Nam",105.918111,20.425473,Cũ
402,226C03,(HNM) Xuân Khê,Hà Nam,Huyện Lý Nhân,"Xóm 6, Thôn Trung Châu, xã Xuân Khê, huyện Lý Nhân, tỉnh Hà Nam",106.125816,20.523954,Cũ
403,226A02,(HNM) Hòa Mạc,Hà Nam,Huyện Duy Tiên,"Thôn Lạt Hà, xã Trác Văn, Huyện Duy Tiên, Hà Nam",105.99995,20.64279,Cũ
404,226A03,(HNM) Duy Tiên,Hà Nam,Thị Xã Duy Tiên,"Đường ĐH 10 Thần Nữ, tổ dân phố Thần Nữ, Phường Bạch Thượng, Thị Xã Duy Tiên, Hà Nam",105.9315528,20.65193158,Cũ
405,222A04,(BNH) Thị Cầu,Bắc Ninh,Thành phố Bắc Ninh,"9 Hoàng Quốc Việt, Phường Thị Cầu, Thành Phố Bắc Ninh",106.08114,21.19335,Cũ
406,222C05,(BNH) Vân Dương,Bắc Ninh,Thành phố Bắc Ninh,"46 Đàm Văn Lễ, Lãm Làng, Phường Vân Dương, Thành phố Bắc Ninh, Bắc Ninh",106.108397,21.150825,Cũ
407,221G01,(HYN) Mỹ Hào,Hưng Yên,Thị Xã Mỹ Hào,"289 Nguyễn Thiện Thuật, Phường Nhân Hòa,Thị xã Mỹ Hào, Hưng Yên",106.058141,20.943764,Cũ
408,221G02,(HYN) Phùng Chí Kiên,Hưng Yên,Thị Xã Mỹ Hào,"số 1889 đường Nguyễn Văn Linh, Phùng Chí Kiên, Thị Xã Mỹ Hào, Hưng Yên",106.098056,20.91934,Cũ
409,221G03,(HYN) Minh Đức,Hưng Yên,Thị Xã Mỹ Hào,"Số Nhà 1498 Dương Hòa, Phường Minh Đức, Thị Xã Mỹ Hào, Hưng Yên",106.249085,20.94109,Cũ
410,220B01,(HDG)Chí Linh,Hải Dương,Thành Phố Chí Linh,"256 Thái Học 3, Sao Đỏ, Chí Linh, Hải Dương",106.398285,21.10668,Cũ
411,220B02,(HDG) Phả Lại,Hải Dương,Thành Phố Chí Linh,"445 đường Lê Thánh Tông, Phường Phả Lại, TP Chí Linh, Hải Dương",106.32486,21.11121,Cũ
412,220B03,(HDG) Hoàng Tân,Hải Dương,Thành Phố Chí Linh,"số 240 Lê Thanh Nghị, Phường Hoàng Tân, Tp Chí Linh, Tỉnh Hải Dương",106.4292243,21.13293223,Cũ
413,220A02,(HDG) 358 Trần Hưng Đạo,Hải Dương,Thành phố Hải Dương,"70 An Định, Phường Quang Trung, TP. Hải Dương, Tỉnh Hải Dương",106.33898,20.94851,Cũ
414,220I01,(HDG) Nam Sách,Hải Dương,Huyện Nam Sách,"680 Trần Phú, TT Nam Sách, Huyện Nam Sách, Hải Dương",106.33537,21.00048,Cũ
415,220I03,(HDG) Thanh Quang,Hải Dương,Huyện Nam Sách,"Khu Thị Tứ, thôn Linh Khê, Xã Thanh Quang, Huyện Nam Sách, Hải Dương",106.35342,21.03812,Cũ
416,220M03,(HDG) Hưng Đạo,Hải Dương,Huyện Tứ Kỳ,"Thôn Ô mễ, Xã Hưng Đạo, Huyện Tứ Kỳ ,Hải Dương",106.373167,20.861934,Cũ
417,220M02,(HDG) Cộng Lạc,Hải Dương,Huyện Tứ Kỳ,"Xã Văn Tố, huyện Tứ Kỳ, Tỉnh Hải Dương",106.430222,20.799152,Cũ
418,220K02,(HDG) Đồng Gia,Hải Dương,Huyện Kim Thành,"Thôn Thị Tứ, Xã Đồng Cẩm, Huyện Kim Thành, Hải Dương",106.51547,20.89767,Cũ
419,220H01,(HDG) Kinh Môn,Hải Dương,Thị Xã Kinh Môn,"359 Trần Hưng Đạo, Phường An Lưu，Thị Xã Kinh Môn, Hải Dương",106.54195,20.99877,Cũ
420,220H02,(HDG) Minh Tân,Hải Dương,Thị Xã Kinh Môn,"80 Vũ Mạnh Hùng, Phường Phú Thứ, Thị Xã Kinh Môn, Hải Dương",106.5613019,21.02265469,Cũ
1059,024F10,(HNI) Yên Hòa,Hà Nội,Quận Cầu Giấy,"Số 12 ngõ 39 đường Trần Kim Xuyến, phường Yên Hòa, quận Cầu Giấy, thành phố Hà Nội",105.795116,21.017111,Cũ
422,028A06,(HCM) Tân Định,Hồ Chí Minh,Quận 3,"17 Lý Chính Thắng, Phường Võ Thị Sáu, Quận 3, Hồ Chí Minh",106.6870103,10.79085649,Cũ
423,028V09,(HCM) Trường Thọ,Hồ Chí Minh,Thành Phố Thủ Đức,"99 Đường 11 Phường Trường Thọ, Thành phố Thủ Đức, HCM",106.752515,10.84264,Cũ
424,028V08,(HCM) Bình Chiểu,Hồ Chí Minh,Thành Phố Thủ Đức,"119 Lê Thị Hoa, Phường Bình Chiểu, Thành phố Thủ Đức, HCM",106.73952,10.876516,Cũ
425,028V16,(HCM) Đường 17,Hồ Chí Minh,Thành Phố Thủ Đức,"127 Lê Văn Chí, Phường Linh Trung, Tp. Thủ Đức, Tp. Hồ Chí Minh",106.777584,10.85913,Cũ
426,028V10,(HCM) Linh Xuân,Hồ Chí Minh,Thành Phố Thủ Đức,"108 Quốc lộ 1K, Phường Linh Xuân, Thành phố Thủ Đức, HCM",106.766792,10.8783706,Cũ
427,028V07,(HCM) Linh Chiểu,Hồ Chí Minh,Thành Phố Thủ Đức,"106B  Đường 17 Phường Linh Chiểu, Thành phố Thủ Đức, HCM",106.763462,10.856994,Cũ
428,028V20,(HCM) Pickup DC7,Hồ Chí Minh,Thành Phố Thủ Đức,"21 Ụ Ghe, Phường Tam Phú, Thành phố Thủ Đức, HCM",106.738999,10.852819,Cũ
429,225G01,(HPG)Lý Thánh Tông,Hải Phòng,Quận Đồ Sơn,"218 Lý Thánh Tông, Phường Vạn Sơn,Quận Đồ Sơn, Hải Phòng",106.783584,20.714857,Cũ
430,028Z07,(HCM) DC Thủ Đức,Hồ Chí Minh,Thành Phố Thủ Đức,"21 Ụ Ghe, Phường Tam Phú, Thành phố Thủ Đức, HCM",106.738999,10.852819,Cũ
